clinical,GCA_003839825.1
clinical,GCA_003838645.1
clinical,GCA_003840945.1
clinical,GCF_006704795.1
clinical,GCF_020404885.1
clinical,GCF_023699585.1
clinical,GCF_023699645.1
clinical,GCF_020733525.1
clinical,GCF_004346985.1
clinical,GCF_023520735.1
clinical,GCF_015734275.1
clinical,GCF_015738665.1
clinical,GCF_006704255.1
clinical,GCF_023699665.1
clinical,GCF_015738645.1
clinical,GCF_023699695.1
clinical,GCF_023699725.1
clinical,GCF_015738605.1
clinical,GCF_023699945.1
clinical,GCF_006704275.1
clinical,GCF_004347025.1
clinical,GCF_023699685.1
clinical,GCF_004347045.1
clinical,GCF_023699885.1
clinical,GCF_023699605.1
clinical,GCF_015738425.1
clinical,GCF_015738255.1
clinical,GCF_023699925.1
clinical,GCF_023699565.1
clinical,GCF_006704355.1
clinical,GCF_023699895.1
clinical,GCF_023699845.1
clinical,GCF_023699545.1
clinical,GCF_023699865.1
clinical,GCF_023699595.1
clinical,GCF_004347005.1
clinical,GCA_021661455.1
clinical,GCF_021166335.2
clinical,GCA_026071275.1
clinical,GCA_024963065.1
clinical,GCF_018476825.1
clinical,GCA_021645785.1
clinical,GCF_000481585.1
clinical,GCF_021166255.2
clinical,GCF_000520455.1
clinical,GCF_000520275.1
clinical,GCF_021166315.2
clinical,GCA_026071295.1
clinical,GCA_006704795.1
clinical,GCA_023699585.1
clinical,GCA_023699645.1
clinical,GCA_004346985.1
clinical,GCA_023520735.1
clinical,GCA_015734275.1
clinical,GCA_015738665.1
clinical,GCA_006704255.1
clinical,GCA_023699665.1
clinical,GCA_015738645.1
clinical,GCA_023699695.1
clinical,GCA_023699725.1
clinical,GCA_015738605.1
clinical,GCA_023699945.1
clinical,GCA_006704275.1
clinical,GCA_004347025.1
clinical,GCA_023699685.1
clinical,GCA_004347045.1
clinical,GCA_023699885.1
clinical,GCA_023699605.1
clinical,GCA_015738425.1
clinical,GCA_015738255.1
clinical,GCA_023699925.1
clinical,GCA_023699565.1
clinical,GCA_006704355.1
clinical,GCA_023699895.1
clinical,GCA_023699845.1
clinical,GCA_023699545.1
clinical,GCA_023699865.1
clinical,GCA_023699595.1
clinical,GCA_004347005.1
clinical,GCA_021166335.2
clinical,GCA_009925095.1
clinical,GCA_018476825.1
clinical,GCA_000481585.1
clinical,GCA_021166255.2
clinical,GCA_000520455.1
clinical,GCA_000520275.1
clinical,GCA_021166315.2
clinical,GCF_000481165.1
clinical,GCA_000481165.1
clinical,GCA_023991975.1
clinical,GCA_023992095.1
clinical,GCA_023991955.1
clinical,GCA_023991915.1
clinical,GCA_023992015.1
clinical,GCA_023992035.1
clinical,GCF_023717645.1
clinical,GCF_023717065.1
clinical,GCF_023717775.1
clinical,GCF_023717005.1
clinical,GCF_023717865.1
clinical,GCF_023717015.1
clinical,GCF_023717745.1
clinical,GCF_023717765.1
clinical,GCF_023717685.1
clinical,GCF_023718265.1
clinical,GCF_023718025.1
clinical,GCF_023717675.1
clinical,GCF_023717845.1
clinical,GCF_023717825.1
clinical,GCF_023717105.1
clinical,GCF_023718005.1
clinical,GCF_023717725.1
clinical,GCF_023717665.1
clinical,GCF_023717975.1
clinical,GCF_023717125.1
clinical,GCF_023717945.1
clinical,GCF_023717885.1
clinical,GCF_023717245.1
clinical,GCF_023717035.1
clinical,GCF_023717625.1
clinical,GCF_023717115.1
clinical,GCF_023717905.1
clinical,GCF_023717805.1
clinical,GCF_023717185.1
clinical,GCF_023717925.1
clinical,GCF_023717085.1
clinical,GCF_023717165.1
clinical,GCA_023717165.1
clinical,GCA_023717645.1
clinical,GCA_023717065.1
clinical,GCA_023717775.1
clinical,GCA_023717005.1
clinical,GCA_023717865.1
clinical,GCA_023717015.1
clinical,GCA_023717745.1
clinical,GCA_023717765.1
clinical,GCA_023717685.1
clinical,GCA_023718265.1
clinical,GCA_023718025.1
clinical,GCA_023717675.1
clinical,GCA_023717845.1
clinical,GCA_023717825.1
clinical,GCA_023717105.1
clinical,GCA_023718005.1
clinical,GCA_023717725.1
clinical,GCA_023717665.1
clinical,GCA_023717975.1
clinical,GCA_023717125.1
clinical,GCA_023717945.1
clinical,GCA_023717885.1
clinical,GCA_023717245.1
clinical,GCA_023717035.1
clinical,GCA_023717625.1
clinical,GCA_023717115.1
clinical,GCA_023717905.1
clinical,GCA_023717805.1
clinical,GCA_023717185.1
clinical,GCA_023717925.1
clinical,GCA_023717085.1
clinical,GCF_003935835.1
clinical,GCF_003940625.1
clinical,GCF_003937375.1
clinical,GCF_003936295.1
clinical,GCA_003935835.1
clinical,GCA_003940625.1
clinical,GCA_003937375.1
clinical,GCA_003936295.1
clinical,GCF_003940635.1
clinical,GCF_003937395.1
clinical,GCF_003936965.1
clinical,GCF_003936225.1
clinical,GCF_003939685.1
clinical,GCA_003940635.1
clinical,GCA_003937395.1
clinical,GCA_003936965.1
clinical,GCA_003936225.1
clinical,GCA_003939685.1
clinical,GCF_019429765.1
clinical,GCA_019429765.1
clinical,GCF_005863605.1
clinical,GCF_025798945.1
clinical,GCF_005863515.1
clinical,GCA_021712915.1
clinical,GCF_024179225.1
clinical,GCF_023756785.1
clinical,GCF_023806325.1
clinical,GCF_023756765.1
clinical,GCF_024262085.1
clinical,GCF_023756795.1
clinical,GCA_019691235.1
clinical,GCF_023756855.1
clinical,GCF_023806165.1
clinical,GCA_005863605.1
clinical,GCA_025798945.1
clinical,GCA_005863515.1
clinical,GCA_024179225.1
clinical,GCA_023806325.1
clinical,GCA_023806165.1
clinical,GCA_021651755.1
clinical,GCF_007559105.1
clinical,GCA_007559105.1
clinical,GCA_021682555.1
clinical,GCF_003798125.1
clinical,GCA_003798125.1
clinical,GCF_003412085.2
clinical,GCA_016922585.1
clinical,GCA_021590665.1
clinical,GCF_002136135.1
clinical,GCA_021588325.1
clinical,GCA_021586855.1
clinical,GCF_015734835.1
clinical,GCF_006704245.1
clinical,GCA_015766255.1
clinical,GCF_003411335.2
clinical,GCA_021587545.1
clinical,GCF_000737795.1
clinical,GCF_023699785.1
clinical,GCF_019167285.1
clinical,GCF_003433235.1
clinical,GCF_023887665.1
clinical,GCF_020639715.1
clinical,GCA_021589465.1
clinical,GCA_021587185.1
clinical,GCF_003410715.2
clinical,GCA_016923315.1
clinical,GCA_021588065.1
clinical,GCA_024319255.1
clinical,GCA_016090595.1
clinical,GCF_020640485.1
clinical,GCA_021593585.1
clinical,GCF_020639485.1
clinical,GCF_019166705.1
clinical,GCF_005863835.1
clinical,GCA_021584915.1
clinical,GCA_025580225.1
clinical,GCF_019165425.1
clinical,GCF_002136535.1
clinical,GCF_003411805.2
clinical,GCA_021587585.1
clinical,GCF_013178685.1
clinical,GCA_023993155.1
clinical,GCF_020639585.1
clinical,GCF_019165325.1
clinical,GCA_021587925.1
clinical,GCA_021586435.1
clinical,GCA_021587705.1
clinical,GCF_003933495.1
clinical,GCF_020640335.1
clinical,GCF_003411185.2
clinical,GCF_020640695.1
clinical,GCF_019167765.1
clinical,GCF_019167665.1
clinical,GCF_013177035.1
clinical,GCF_015736825.1
clinical,GCF_023699805.1
clinical,GCF_003410975.2
clinical,GCA_021590705.1
clinical,GCF_020640605.1
clinical,GCF_015737965.1
clinical,GCA_021589585.1
clinical,GCA_016338805.1
clinical,GCF_003411905.2
clinical,GCF_019022735.1
clinical,GCA_021587985.1
clinical,GCF_006704375.1
clinical,GCF_013178745.1
clinical,GCF_006704545.1
clinical,GCF_003412145.2
clinical,GCF_019167315.1
clinical,GCF_020640655.1
clinical,GCF_015735995.1
clinical,GCF_020640765.1
clinical,GCA_016922065.1
clinical,GCF_019165385.1
clinical,GCA_023993035.1
clinical,GCA_021589685.1
clinical,GCA_024715565.1
clinical,GCF_019166025.1
clinical,GCA_016091585.1
clinical,GCA_024322995.1
clinical,GCA_016011615.1
clinical,GCF_013178495.1
clinical,GCF_020640175.1
clinical,GCA_021586875.1
clinical,GCF_026913035.1
clinical,GCA_021588025.1
clinical,GCA_021587685.1
clinical,GCF_005863895.1
clinical,GCA_016922215.1
clinical,GCF_020640235.1
clinical,GCF_019022575.1
clinical,GCF_015733475.1
clinical,GCA_021590205.1
clinical,GCF_019167045.1
clinical,GCF_005863585.1
clinical,GCF_019165125.1
clinical,GCF_019165155.1
clinical,GCA_016337725.1
clinical,GCA_024323065.1
clinical,GCF_003412115.2
clinical,GCA_021705595.1
clinical,GCF_003412045.2
clinical,GCF_019379355.1
clinical,GCF_014775635.1
clinical,GCF_013305645.2
clinical,GCA_016340985.1
clinical,GCF_003412075.2
clinical,GCF_006704815.1
clinical,GCF_013178655.1
clinical,GCA_021588105.1
clinical,GCF_020640515.1
clinical,GCF_003411445.2
clinical,GCF_016681025.1
clinical,GCF_003412365.2
clinical,GCF_020639475.1
clinical,GCF_003411705.2
clinical,GCA_016344125.1
clinical,GCF_020640795.1
clinical,GCF_019166765.1
clinical,GCF_003410745.2
clinical,GCF_003411815.2
clinical,GCF_020640755.1
clinical,GCA_023384995.1
clinical,GCA_016343805.1
clinical,GCF_002136355.1
clinical,GCF_016864415.1
clinical,GCA_015765435.1
clinical,GCA_021590125.1
clinical,GCF_003324555.1
clinical,GCF_003410625.2
clinical,GCA_024320655.1
clinical,GCF_015265725.1
clinical,GCF_003411875.2
clinical,GCF_019166985.1
clinical,GCA_021590645.1
clinical,GCF_016054795.1
clinical,GCF_027594965.1
clinical,GCA_015765225.1
clinical,GCF_003411695.2
clinical,GCF_013178575.1
clinical,GCA_021586755.1
clinical,GCA_022107695.1
clinical,GCF_020639775.1
clinical,GCA_021588145.1
clinical,GCF_003411275.2
clinical,GCF_020640675.1
clinical,GCF_020640095.1
clinical,GCF_019168245.1
clinical,GCA_021671675.1
clinical,GCF_003411115.2
clinical,GCA_021587725.1
clinical,GCA_021589785.1
clinical,GCF_019166235.1
clinical,GCF_015734035.1
clinical,GCF_013178595.1
clinical,GCF_002136055.1
clinical,GCF_019166825.1
clinical,GCF_002136295.1
clinical,GCF_013178665.1
clinical,GCA_016012695.1
clinical,GCF_003933315.1
clinical,GCF_019166575.1
clinical,GCA_023993075.1
clinical,GCA_021587765.1
clinical,GCA_016340385.1
clinical,GCF_019165285.1
clinical,GCF_016054815.1
clinical,GCF_003411765.2
clinical,GCF_003411535.2
clinical,GCA_016922015.1
clinical,GCF_019165005.1
clinical,GCF_003412275.2
clinical,GCF_019165985.1
clinical,GCF_020640415.1
clinical,GCA_021588235.1
clinical,GCF_019166465.1
clinical,GCF_003429185.1
clinical,GCF_019168145.1
clinical,GCA_021589865.1
clinical,GCF_024716475.1
clinical,GCA_016012655.1
clinical,GCF_005864015.1
clinical,GCA_021590685.1
clinical,GCF_005863805.1
clinical,GCF_015666575.1
clinical,GCF_016925455.1
clinical,GCF_005863685.1
clinical,GCF_016055785.1
clinical,GCF_019165345.1
clinical,GCA_021587745.1
clinical,GCF_003410935.2
clinical,GCF_006705045.1
clinical,GCF_019167805.1
clinical,GCF_020639995.1
clinical,GCA_021589945.1
clinical,GCF_019166325.1
clinical,GCF_013178425.1
clinical,GCF_013176975.1
clinical,GCF_019167185.1
clinical,GCA_016340305.1
clinical,GCF_020639655.1
clinical,GCA_021586055.1
clinical,GCF_016811975.1
clinical,GCA_021587945.1
clinical,GCF_016681015.1
clinical,GCA_021587245.1
clinical,GCA_021587625.1
clinical,GCA_021586515.1
clinical,GCA_016339585.1
clinical,GCF_003411745.2
clinical,GCF_019167105.1
clinical,GCA_016009975.1
clinical,GCF_019166605.1
clinical,GCF_020640035.1
clinical,GCA_021589705.1
clinical,GCA_015766175.1
clinical,GCF_019165225.1
clinical,GCA_016342025.1
clinical,GCA_016091685.1
clinical,GCF_013177205.1
clinical,GCA_021588005.1
clinical,GCA_021590605.1
clinical,GCA_015764205.1
clinical,GCA_016337605.1
clinical,GCF_006704955.1
clinical,GCF_005863795.1
clinical,GCF_015737845.1
clinical,GCF_025723085.1
clinical,GCA_021586555.1
clinical,GCF_019166545.1
clinical,GCF_003412215.2
clinical,GCA_016921615.1
clinical,GCF_020639615.1
clinical,GCF_019167565.1
clinical,GCA_021590285.1
clinical,GCA_021587465.1
clinical,GCA_021587805.1
clinical,GCF_019168205.1
clinical,GCA_016337705.1
clinical,GCA_021587665.1
clinical,GCF_019167245.1
clinical,GCF_016055245.1
clinical,GCF_003410515.2
clinical,GCF_003412295.2
clinical,GCA_027560445.1
clinical,GCA_021587645.1
clinical,GCA_021589925.1
clinical,GCA_021589665.1
clinical,GCF_002135995.1
clinical,GCF_020640525.1
clinical,GCA_021586965.1
clinical,GCF_013176985.1
clinical,GCF_019166355.1
clinical,GCF_005863925.1
clinical,GCF_019165265.1
clinical,GCF_013276295.1
clinical,GCA_015765395.1
clinical,GCF_003411785.2
clinical,GCF_003411165.2
clinical,GCF_003410805.2
clinical,GCF_013178845.1
clinical,GCF_019166425.1
clinical,GCF_015735645.1
clinical,GCA_021683035.1
clinical,GCA_021590245.1
clinical,GCF_019167505.1
clinical,GCF_006704985.1
clinical,GCF_006704975.1
clinical,GCF_013201115.1
clinical,GCF_003411565.2
clinical,GCA_021587845.1
clinical,GCF_013178435.1
clinical,GCF_020640475.1
clinical,GCF_003410565.2
clinical,GCA_021586795.1
clinical,GCA_016924535.1
clinical,GCF_002927215.1
clinical,GCA_021589265.1
clinical,GCF_006704385.1
clinical,GCF_019166565.1
clinical,GCA_021590185.1
clinical,GCF_006704875.1
clinical,GCA_016341185.1
clinical,GCF_013177155.1
clinical,GCF_006704345.1
clinical,GCF_016054875.1
clinical,GCF_003410585.2
clinical,GCA_016339865.1
clinical,GCF_020640595.1
clinical,GCF_003410925.2
clinical,GCA_021585995.1
clinical,GCF_003411265.2
clinical,GCA_016923575.1
clinical,GCF_013169425.1
clinical,GCA_021588165.1
clinical,GCF_019166745.1
clinical,GCF_019165305.1
clinical,GCA_016341785.1
clinical,GCF_020640555.1
clinical,GCF_003411415.2
clinical,GCA_024716255.1
clinical,GCF_019167535.1
clinical,GCF_013421145.1
clinical,GCF_008244575.1
clinical,GCA_021584855.1
clinical,GCF_020640015.1
clinical,GCF_019166445.1
clinical,GCA_021585415.1
clinical,GCA_021588525.1
clinical,GCF_002136005.1
clinical,GCF_019165015.1
clinical,GCF_020639665.1
clinical,GCA_016343565.1
clinical,GCA_021585955.1
clinical,GCA_021586655.1
clinical,GCF_013178505.1
clinical,GCF_020639835.1
clinical,GCA_023385015.1
clinical,GCF_006705075.1
clinical,GCF_019168085.1
clinical,GCF_019167415.1
clinical,GCF_019166915.1
clinical,GCF_019167435.1
clinical,GCF_019167845.1
clinical,GCF_019168005.1
clinical,GCF_020639935.1
clinical,GCF_013178475.1
clinical,GCA_016923585.1
clinical,GCF_019167985.1
clinical,GCF_003410445.2
clinical,GCA_024319435.1
clinical,GCA_021590325.1
clinical,GCF_015733505.1
clinical,GCF_020639635.1
clinical,GCF_003410475.2
clinical,GCF_003411345.2
clinical,GCF_003411025.2
clinical,GCA_021584875.1
clinical,GCF_023060065.1
clinical,GCF_003952325.1
clinical,GCF_019166615.1
clinical,GCF_003969695.1
clinical,GCF_005863625.1
clinical,GCF_003411965.2
clinical,GCA_016921505.1
clinical,GCF_015735425.1
clinical,GCA_023993135.1
clinical,GCF_025716885.1
clinical,GCF_005863615.1
clinical,GCA_023672185.1
clinical,GCA_021587485.1
clinical,GCA_023384975.1
clinical,GCA_023903775.1
clinical,GCF_020640125.1
clinical,GCA_016338465.1
clinical,GCF_020640255.1
clinical,GCF_020639975.1
clinical,GCA_016922055.1
clinical,GCF_024716575.1
clinical,GCF_003411245.2
clinical,GCF_003950235.1
clinical,GCA_021587825.1
clinical,GCF_021497405.1
clinical,GCF_003410555.2
clinical,GCF_019165145.1
clinical,GCF_003410435.2
clinical,GCA_021587605.1
clinical,GCA_021587565.1
clinical,GCF_020640625.1
clinical,GCF_016925475.1
clinical,GCF_019166525.1
clinical,GCA_021588225.1
clinical,GCF_019167485.1
clinical,GCA_024319995.1
clinical,GCF_019167305.1
clinical,GCF_019167905.1
clinical,GCA_021590305.1
clinical,GCF_023572225.1
clinical,GCF_006704285.1
clinical,GCA_021589285.1
clinical,GCF_003411425.2
clinical,GCF_013177195.1
clinical,GCF_023699825.1
clinical,GCF_019166785.1
clinical,GCF_019167925.1
clinical,GCF_019166865.1
clinical,GCF_005863975.1
clinical,GCF_003412225.2
clinical,GCA_021586395.1
clinical,GCF_006705065.1
clinical,GCF_003411645.2
clinical,GCA_021660895.1
clinical,GCF_002135675.1
clinical,GCF_015265675.1
clinical,GCF_003411035.2
clinical,GCF_003410985.2
clinical,GCF_020640295.1
clinical,GCF_013178815.1
clinical,GCA_024319235.1
clinical,GCF_003411975.2
clinical,GCF_020905575.1
clinical,GCA_021590385.1
clinical,GCA_021589565.1
clinical,GCF_015738025.1
clinical,GCF_020639875.1
clinical,GCA_021589805.1
clinical,GCF_019165095.1
clinical,GCF_017693975.1
clinical,GCA_015765755.1
clinical,GCA_021588625.1
clinical,GCF_006704895.1
clinical,GCA_021586615.1
clinical,GCA_023904655.1
clinical,GCF_020905595.1
clinical,GCF_016056035.1
clinical,GCF_019430415.1
clinical,GCA_021585295.1
clinical,GCF_013178875.1
clinical,GCA_019429935.1
clinical,GCF_021502795.1
clinical,GCF_020640435.1
clinical,GCA_021585135.1
clinical,GCF_019167205.1
clinical,GCF_003411095.2
clinical,GCA_021590545.1
clinical,GCF_013178785.1
clinical,GCA_021590265.1
clinical,GCF_020639895.1
clinical,GCA_023673545.1
clinical,GCA_016922545.1
clinical,GCF_020640395.1
clinical,GCF_003411465.2
clinical,GCA_021586595.1
clinical,GCA_021590625.1
clinical,GCA_016921655.1
clinical,GCA_021587885.1
clinical,GCA_021588185.1
clinical,GCA_023674645.1
clinical,GCF_003411475.2
clinical,GCA_021589765.1
clinical,GCF_002135805.1
clinical,GCF_003410835.2
clinical,GCF_020640215.1
clinical,GCA_023904095.1
clinical,GCA_016922815.1
clinical,GCA_019168285.1
clinical,GCA_021586935.1
clinical,GCF_013178705.1
clinical,GCF_002135615.1
clinical,GCF_019166245.1
clinical,GCA_016090235.1
clinical,GCA_016337565.1
clinical,GCF_005863595.1
clinical,GCF_019167215.1
clinical,GCF_002136285.1
clinical,GCA_021683015.1
clinical,GCF_013178735.1
clinical,GCA_021586075.1
clinical,GCA_021585735.1
clinical,GCF_019166225.1
clinical,GCF_003410875.2
clinical,GCF_020639915.1
clinical,GCF_013177065.1
clinical,GCA_024351525.1
clinical,GCF_015733575.1
clinical,GCA_021586355.1
clinical,GCF_003411725.2
clinical,GCF_015735605.1
clinical,GCF_002927235.1
clinical,GCF_019165205.1
clinical,GCF_002136445.1
clinical,GCA_023385275.1
clinical,GCA_015764885.1
clinical,GCF_020905615.1
clinical,GCF_002136365.1
clinical,GCF_003411235.2
clinical,GCF_020639535.1
clinical,GCA_021587965.1
clinical,GCF_003410645.2
clinical,GCA_023914505.1
clinical,GCA_021587505.1
clinical,GCF_013178765.1
clinical,GCF_003411845.2
clinical,GCF_003411955.2
clinical,GCF_019167325.1
clinical,GCF_019166885.1
clinical,GCF_003410695.2
clinical,GCF_003412155.1
clinical,GCF_019165235.1
clinical,GCA_021588905.1
clinical,GCF_005863695.1
clinical,GCA_021585215.1
clinical,GCF_013178835.1
clinical,GCA_021588045.1
clinical,GCF_013177105.1
clinical,GCF_003410855.2
clinical,GCA_021589425.1
clinical,GCA_021585395.1
clinical,GCA_016010755.1
clinical,GCA_021586415.1
clinical,GCF_003411665.2
clinical,GCF_019166495.1
clinical,GCF_006704995.1
clinical,GCF_002205375.1
clinical,GCF_006704865.1
clinical,GCA_023689365.1
clinical,GCF_016055775.1
clinical,GCA_021588565.1
clinical,GCF_019167705.1
clinical,GCA_016010295.1
clinical,GCF_003626935.1
clinical,GCF_019166645.1
clinical,GCF_005863885.1
clinical,GCA_021587865.1
clinical,GCA_016089535.1
clinical,GCA_001605875.1
clinical,GCF_015666355.1
clinical,GCF_020639755.1
clinical,GCF_020639435.1
clinical,GCF_005863855.1
clinical,GCF_019167125.1
clinical,GCA_021587225.1
clinical,GCF_020639545.1
clinical,GCA_021590585.1
clinical,GCA_016343505.1
clinical,GCA_016009795.1
clinical,GCF_019167825.1
clinical,GCF_003412125.2
clinical,GCF_019165525.1
clinical,GCF_019167005.1
clinical,GCF_019167585.1
clinical,GCF_002136065.1
clinical,GCA_021586215.1
clinical,GCA_015766285.1
clinical,GCF_003970005.1
clinical,GCF_019166725.1
clinical,GCF_006704485.1
clinical,GCA_016921575.1
clinical,GCA_016090115.1
clinical,GCF_019166345.1
clinical,GCF_003412325.2
clinical,GCA_021586495.1
clinical,GCA_016923095.1
clinical,GCA_016922965.1
clinical,GCA_023688265.1
clinical,GCF_021432565.1
clinical,GCA_021586375.1
clinical,GCA_023385255.1
clinical,GCF_019167165.1
clinical,GCF_019166665.1
clinical,GCA_025603665.1
clinical,GCF_002002765.1
clinical,GCF_019166965.1
clinical,GCF_003411635.2
clinical,GCF_015739365.1
clinical,GCF_019168255.1
clinical,GCF_020640115.1
clinical,GCF_028568655.1
clinical,GCF_006704945.1
clinical,GCA_021586815.1
clinical,GCF_002927155.1
clinical,GCA_016922455.1
clinical,GCF_020639575.1
clinical,GCF_013176935.1
clinical,GCA_023914485.1
clinical,GCF_003429205.1
clinical,GCA_021590565.1
clinical,GCF_019166365.1
clinical,GCF_019165065.1
clinical,GCF_003411355.2
clinical,GCF_002135875.1
clinical,GCF_019166675.1
clinical,GCF_003952305.1
clinical,GCA_021586175.1
clinical,GCF_020640575.1
clinical,GCF_019166935.1
clinical,GCA_023675285.1
clinical,GCA_021590095.1
clinical,GCA_023992835.1
clinical,GCF_020640455.1
clinical,GCA_021584955.1
clinical,GCF_005863765.1
clinical,GCF_019166405.1
